,muestra,AMCM,GDL,MTY,PROV,28 CDS,AMCM_upm,GDL_upm,MTY_upm,PROV_upm,28 CDS_upm
0,0,0.8013172338090011,0.8027322404371585,0.8002159827213823,0.8059233801677954,0.8035277764463404,668,167,167,923,1925
1,1,0.7965041398344066,0.8163716814159292,0.7923850574712644,0.8065302804498036,0.8026214340786431,499,125,125,689,1438
2,2,0.8116633046029709,0.8020158387329014,0.7968185104844541,0.8093754233843653,0.8084070229398949,499,125,125,689,1438
3,3,0.8039287681292454,0.8041543026706232,0.7903458213256485,0.8047657730842134,0.8031344338107779,499,125,125,689,1438
4,4,0.7916282500460999,0.8016046681254558,0.8046142754145638,0.8071216617210683,0.8010259698621353,499,125,125,689,1438
5,5,0.8040703052728955,0.8077203204661325,0.7986965966690803,0.8079631635969664,0.8057646528984108,499,125,125,689,1438
6,6,0.802801326944342,0.8055353241077932,0.8012958963282938,0.8049775601795186,0.803937970529567,499,125,125,689,1438
7,7,0.8006632277081798,0.802045288531775,0.7950937950937951,0.8078844336438504,0.8037203335471456,499,125,125,689,1438
8,8,0.7976973684210527,0.8113619810633649,0.7959479015918958,0.8055668152952303,0.8024699257742514,499,125,125,689,1438
9,9,0.7993035190615836,0.808695652173913,0.8240405503258509,0.8037319531462817,0.8044218780127258,499,125,125,689,1438
10,10,0.8073612891411829,0.812545587162655,0.803584229390681,0.8027597402597403,0.805301235674499,499,125,125,689,1438
11,11,0.8035648658581404,0.7913616398243045,0.8054755043227666,0.8067567567567567,0.8041805591177225,499,125,125,689,1438
12,12,0.8085729987177138,0.7918486171761281,0.820842255531763,0.804973645087174,0.8064990724748928,499,125,125,689,1438
13,13,0.799051787016776,0.8085880640465793,0.7950760318609703,0.8101883213656687,0.8048015364916773,499,125,125,689,1438
14,14,0.8065942162460858,0.7924253459577567,0.812545587162655,0.8091129684551092,0.8070681803604643,499,125,125,689,1438
15,15,0.7975753122703895,0.8137326515704895,0.792057761732852,0.8050203527815468,0.8020298047276464,499,125,125,689,1438
16,16,0.8029438822447102,0.8016164584864071,0.8013052936910805,0.8088973280889733,0.8055055312580396,499,125,125,689,1438
17,17,0.8052067946824224,0.8039793662490788,0.8164285714285714,0.8027423296225903,0.8049424029860351,499,125,125,689,1438
18,18,0.8008800880088008,0.8152727272727273,0.7974230493915533,0.8085019693059894,0.8054397331451665,499,125,125,689,1438
19,19,0.8026676411474511,0.8110867979576951,0.8070050035739814,0.8043034182214354,0.804568202232773,499,125,125,689,1438
20,20,0.7973964063072974,0.7982456140350878,0.8092485549132948,0.804798698657991,0.8020278508631201,499,125,125,689,1438
21,21,0.8008004366017828,0.7927272727272727,0.7923576063446287,0.8091767881241565,0.8033058906120365,499,125,125,689,1438
22,22,0.8033842192385506,0.8119533527696793,0.7956989247311828,0.8116178067318133,0.8073465193937838,499,125,125,689,1438
23,23,0.7968032335109315,0.8183807439824945,0.7917271407837445,0.8038524145415085,0.8015934207144693,499,125,125,689,1438
24,24,0.8028792912513842,0.7940536620739667,0.7907647907647908,0.8052602889070591,0.8021390374331551,499,125,125,689,1438
25,25,0.8034830430797434,0.8088235294117647,0.8048956083513319,0.8039242219215156,0.8042836988585353,499,125,125,689,1438
26,26,0.8006241968055811,0.8058181818181818,0.8044572250179727,0.8095367109184503,0.8056428342417441,499,125,125,689,1438
27,27,0.7981684981684982,0.8034807831762146,0.7959914101646385,0.8020847434682551,0.8002944376880241,499,125,125,689,1438
28,28,0.8000732332478946,0.7976625273922571,0.8164739884393064,0.8090737240075614,0.8055822290506369,499,125,125,689,1438
29,29,0.7964925100474972,0.8131868131868132,0.8287769784172662,0.8062457569585879,0.8054379889701168,499,125,125,689,1438
30,30,0.8067366096079515,0.8128654970760234,0.7931034482758621,0.8073692766188025,0.8063563402889246,499,125,125,689,1438
31,31,0.8088668138337013,0.8056171470805618,0.8177233429394812,0.803749662800108,0.8069399012250658,499,125,125,689,1438
32,32,0.8077064896755162,0.811816192560175,0.8082191780821918,0.8066343042071198,0.8076035389152455,499,125,125,689,1438
33,33,0.8032547083561894,0.8199708454810496,0.8106336489439184,0.8061196858922285,0.8067307692307693,499,125,125,689,1438
34,34,0.8014732965009208,0.8088662790697675,0.7919655667144907,0.8112596192790603,0.8059204203242135,499,125,125,689,1438
35,35,0.7923457242263322,0.7979651162790697,0.8205499276410999,0.8066829004329005,0.8021267055281532,499,125,125,689,1438
36,36,0.7956378299120235,0.787436084733382,0.7981118373275236,0.8080272108843537,0.8009902263374485,499,125,125,689,1438
37,37,0.8105224429727741,0.7986918604651163,0.8241206030150754,0.8081671415004749,0.8095788392398562,499,125,125,689,1438
38,38,0.8039903934971365,0.8098384728340675,0.7976710334788938,0.8118758434547908,0.8076997236326242,499,125,125,689,1438
39,39,0.8023490548724537,0.7870778267254038,0.8207547169811321,0.8167701863354038,0.8094902212247516,499,125,125,689,1438
40,40,0.8094269870609981,0.803921568627451,0.8034682080924855,0.8103354978354979,0.8088414830045622,499,125,125,689,1438
41,41,0.8010703081749401,0.8020231213872833,0.8043478260869565,0.8053253634017117,0.8034611425630468,499,125,125,689,1438
42,42,0.7997795738427627,0.8019075568598679,0.8152639087018545,0.8034603947012706,0.8031011725507785,499,125,125,689,1438
43,43,0.8024349750968456,0.8027757487216947,0.7937545388525781,0.8091156462585034,0.8048591866984598,499,125,125,689,1438
44,44,0.8048915042294962,0.808029197080292,0.8017429193899782,0.8078791149487318,0.8063089055587613,499,125,125,689,1438
45,45,0.8034078417002565,0.8031953522149601,0.7984104046242775,0.8094596415577415,0.8058184143222507,499,125,125,689,1438
46,46,0.7945431239699688,0.810989010989011,0.7803636363636364,0.8001625795962607,0.7973944294699011,499,125,125,689,1438
47,47,0.7979389032020611,0.8074398249452954,0.7976794778825236,0.8027597402597403,0.801040061633282,499,125,125,689,1438
48,48,0.7964976958525346,0.8050909090909091,0.8077197998570408,0.813950332473877,0.8065262076053443,499,125,125,689,1438
49,49,0.7971517253971152,0.8090709583028529,0.8069164265129684,0.8050067658998646,0.8027781334016131,499,125,125,689,1438
50,50,0.8030803080308031,0.7890173410404624,0.8278628738147338,0.8051226453448976,0.8049781883500128,499,125,125,689,1438
51,51,0.7974867965762156,0.8030746705710102,0.7992753623188406,0.8116512764801738,0.8048202038330876,499,125,125,689,1438
52,52,0.802391904323827,0.8056768558951966,0.8,0.808553696708041,0.8053970899301327,499,125,125,689,1438
53,53,0.7978820522183677,0.7952069716775599,0.8011527377521613,0.8053682222821689,0.8014818599897803,499,125,125,689,1438
54,54,0.8085264133456904,0.8043956043956044,0.8091106290672451,0.8049078091106291,0.8064952638700947,499,125,125,689,1438
55,55,0.8064041221935959,0.816654492330168,0.7909156452775775,0.8085857899741883,0.8069577519130603,499,125,125,689,1438
56,56,0.8082497212931996,0.7931536780772032,0.7936507936507936,0.8119322033898305,0.8073601443671049,499,125,125,689,1438
57,57,0.803770821892733,0.7912087912087912,0.7932519741564967,0.8046991715333424,0.8021688911704312,499,125,125,689,1438
58,58,0.8049138247158049,0.8095238095238095,0.7962562994960403,0.8069723277265328,0.8055198973042362,499,125,125,689,1438
59,59,0.800734618916437,0.8027656477438136,0.8108303249097473,0.8027920845757658,0.8027852650494159,499,125,125,689,1438
60,60,0.8068535825545171,0.8008720930232558,0.7829848594087959,0.807313452975307,0.8044270999936024,499,125,125,689,1438
61,61,0.7982120051085568,0.8144104803493449,0.7819383259911894,0.806910569105691,0.8023337821375905,499,125,125,689,1438
62,62,0.7986366985998526,0.8125,0.7844827586206896,0.8113744075829384,0.8046257629296498,499,125,125,689,1438
63,63,0.8022702306847309,0.8114035087719298,0.7808219178082192,0.8046864418258161,0.8023076923076923,499,125,125,689,1438
64,64,0.7958394698085419,0.8127286027798098,0.8002915451895044,0.8072796414504957,0.8031414960731299,499,125,125,689,1438
65,65,0.7998533724340176,0.8064280496712929,0.7960526315789473,0.8082732344536672,0.8040792690773388,499,125,125,689,1438
66,66,0.8001469507714916,0.7864923747276689,0.8147080028839221,0.8127693965517241,0.8062308085977482,499,125,125,689,1438
67,67,0.7984553144538433,0.8059377262853005,0.8055754110078628,0.8071052276104282,0.8038537865693618,499,125,125,689,1438
68,68,0.8033057851239669,0.7941176470588235,0.7862266857962698,0.8063380281690141,0.8024128858371302,499,125,125,689,1438
69,69,0.7939560439560439,0.7986822840409956,0.8129963898916968,0.8036560595802302,0.800654013849705,499,125,125,689,1438
70,70,0.7971199416697047,0.8042212518195051,0.7973856209150327,0.8027958740499457,0.800448574174944,499,125,125,689,1438
71,71,0.798649142022636,0.8046647230320699,0.8305454545454546,0.8023287300297861,0.8037281404138108,499,125,125,689,1438
72,72,0.7996330275229357,0.8026030368763557,0.8010093727469358,0.7994587280108254,0.7999359385009609,499,125,125,689,1438
73,73,0.8021877848678214,0.7951895043731778,0.8037383177570093,0.8047586675730796,0.8029225149009805,499,125,125,689,1438
74,74,0.8014705882352942,0.8004354136429608,0.792,0.8099688473520249,0.8045711350796096,499,125,125,689,1438
75,75,0.807179866765359,0.7935813274981766,0.8007194244604317,0.8036951501154734,0.8037485508179827,499,125,125,689,1438
76,76,0.8072333394529099,0.8,0.7939698492462312,0.8023208743759277,0.8030826298286007,499,125,125,689,1438
77,77,0.7991570459959685,0.7932551319648093,0.8198395331874544,0.8084239130434783,0.8048482510288066,499,125,125,689,1438
78,78,0.8019385515727872,0.8069526627218935,0.8154848046309696,0.8103168155970756,0.8075442648190916,499,125,125,689,1438
79,79,0.8034109664404915,0.7912979351032449,0.7964028776978417,0.8078277356446371,0.803824680741834,499,125,125,689,1438
80,80,0.8089101620029455,0.8078344419807835,0.8120464441219158,0.8072860238353196,0.8083231491606098,499,125,125,689,1438
81,81,0.7953044754218636,0.822450476889215,0.7907979870596693,0.80774419859687,0.8031758227686003,499,125,125,689,1438
82,82,0.8050581502676758,0.8043795620437956,0.7998565279770444,0.805326483709612,0.8046604185389652,499,125,125,689,1438
