,muestra,AMCM,GDL,MTY,PROV,28 CDS,AMCM_upm,GDL_upm,MTY_upm,PROV_upm,28 CDS_upm
132,132,0.7993357320786051,0.7965554359526372,0.8352941176470589,0.8020519010259505,0.8035987748851455,334,85,85,467,971
133,133,0.8076285240464345,0.8135964912280702,0.7916666666666666,0.811066398390342,0.8083556918359525,334,85,85,467,971
134,134,0.8109806063916962,0.7894168466522679,0.8235294117647058,0.81001001001001,0.809758876020505,334,85,85,467,971
135,135,0.8151815181518152,0.7907725321888412,0.8189563365282215,0.8059071729957806,0.8089469668065624,334,85,85,467,971
136,136,0.798956330678385,0.8290598290598291,0.7755319148936171,0.805994005994006,0.8028891845656719,334,85,85,467,971
137,137,0.8127741228070176,0.8030139935414424,0.8119022316684378,0.7965798369457149,0.8041149141936096,334,85,85,467,971
138,138,0.8043478260869565,0.8257993384785005,0.7690655209452202,0.8010397920415917,0.8015020439205247,334,85,85,467,971
139,139,0.8020152505446623,0.841304347826087,0.7867803837953091,0.808767343655741,0.8072931543368561,334,85,85,467,971
140,140,0.8111111111111111,0.796976241900648,0.7763845350052246,0.8105894105894106,0.8064454614797865,334,85,85,467,971
141,141,0.7925048222650868,0.7932535364526659,0.7871443624868283,0.8021208483393357,0.7966650786088614,334,85,85,467,971
142,142,0.8022337237809861,0.8167372881355932,0.8216216216216217,0.7996807661612131,0.8040181956027294,334,85,85,467,971
143,143,0.79232693911593,0.8034557235421166,0.8010416666666667,0.8059105431309904,0.8005909827471166,334,85,85,467,971
144,144,0.7948436642896325,0.8103448275862069,0.8227320125130344,0.8076308429884139,0.8048201916690388,334,85,85,467,971
145,145,0.8044541010320478,0.7950108459869848,0.7717277486910995,0.8091526778577138,0.8028969042885544,334,85,85,467,971
146,146,0.7917808219178082,0.7911392405063291,0.8082627118644068,0.8075079872204473,0.8006635071090047,334,85,85,467,971
147,147,0.806881243063263,0.8218451749734889,0.8276595744680851,0.7939297124600639,0.8039066222010481,334,85,85,467,971
148,148,0.7982310668877833,0.8219616204690832,0.7787325456498388,0.8103138117129722,0.8043851286939943,334,85,85,467,971
149,149,0.8050401550816948,0.7790948275862069,0.8048523206751055,0.8047361027493478,0.8025787965616046,334,85,85,467,971
150,150,0.799781181619256,0.7887323943661971,0.7761506276150628,0.8178008381560566,0.805234212023516,334,85,85,467,971
151,151,0.7969094922737306,0.8068669527896996,0.8386041439476554,0.8130469371519491,0.8091610322826398,334,85,85,467,971
